,Price(EUR),Address,Rooms,Heating,SetUp,Elevator,Stores,Area(m2),Evident,State,Infrared,YearOfBuild,Floor
169,69000,Veselina Masleše,1,centralno grejanje,prazno,ima lift (1),"video nadzor, klima, kuhinjski elementi",24,uknjiženo,novo,useljivo,2000,3/5
170,103000,"CENTAR, NOVI SAD",2,grejanje na gas,prazno,ima lift (1),"video nadzor, klima, kuhinjski elementi",44,uknjiženo,uobičajeno stanje,useljivo,1999,3/4
171,104240,detelinara,3.5,centralno grejanje,prazno,ima lift (1),"video nadzor, klima, kuhinjski elementi",88,nije uknjiženo,u izgradnji,useljivo,1999,5/5
172,51500,Podbara,0.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",22,uknjiženo,renovirano,useljivo,1999,prizemlje/5
173,109180,Bulevar Patrijarha Pavla (Somborski Bulevar),2.5,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",52,uknjiženo,novo,useljivo,1999,3/3
174,96850,MORNARSKA,1,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",38,uknjiženo,novo,useljivo,1999,3/3
175,140900,Bulevar Patrijarha Pavla (Somborski Bulevar),3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",76,uknjiženo,novo,useljivo,1999,4/4
176,50000,Adice,1.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",28,uknjiženo,novo,useljivo,1999,2/2
177,134000,Satelit,3,grejanje na gas,prazno,ima lift (1),"kablovska, interfon, TV, Kanalizacija",77,uknjiženo,novo,useljivo,2014,2/2
178,56650,Adice,1.5,grejanje na gas,namešteno,ima lift (1),"kablovska, interfon, TV, Kanalizacija",35,uknjiženo,uobičajeno stanje,useljivo,2014,1/2
179,141550,Telep,3,grejanje na gas,prazno,ima lift (1),"kablovska, interfon, TV, Kanalizacija",67,u procesu uknjižavanja,u izgradnji,useljivo,2020,2/2
180,177000,Socijalno,4,centralno grejanje,prazno,ima lift (1),"kablovska, interfon, TV, Kanalizacija",86,u procesu uknjižavanja,u izgradnji,useljivo,2012,3/4
181,92700,Cara Dušana,1.5,grejanje na gas,prazno,ima lift (1),"kablovska, interfon, TV, Kanalizacija",40,uknjiženo,novo,useljivo,2012,2/3
182,50000,Adice,1.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",28,uknjiženo,novo,useljivo,2012,2/2
183,103000,Novi Sad - Centar,2,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",44,uknjiženo,uobičajeno stanje,useljivo,2016,3/4
184,86500,Telep,3.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska, internet, klima",60,uknjiženo,uobičajeno stanje,useljivo,2016,prizemlje/2
185,117020,Podbara,3,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",52,u procesu uknjižavanja,u izgradnji,useljivo,2016,prizemlje/5
186,142140,Novo Naselje,3.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",91,uknjiženo,u izgradnji,useljivo,2016,prizemlje/5
187,79800,BUL.KNEZA MILOSA,1,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",43,uknjiženo,u izgradnji,useljivo,2016,prizemlje/5
188,115000,Novo Naselje,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",65,uknjiženo,uobičajeno stanje,useljivo,1978,prizemlje/3
189,69000,Nova Detelinara,0.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",26,uknjiženo,uobičajeno stanje,useljivo,2007,3/6
190,69000,Bistrica,1.5,centralno grejanje,polunamešteno,ima lift (2),"telefon, kablovska",36,uknjiženo,renovirano,useljivo,2007,10/14
191,118100,Avijatičarsko Naselje,4,centralno grejanje,prazno,ima lift (2),"telefon, kablovska",73,uknjiženo,renovirano,useljivo,2021,1/5
192,270000,Liman 1,3.5,centralno grejanje,prazno,ima lift (1),klima,96,uknjiženo,potrebno renoviranje,useljivo,2021,6/7
193,118450,Danila Kiša,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, TV, klima, veš mašina, kuhinjski elementi, frižider, rerna, ležaj, plakar",53,uknjiženo,novo,useljivo,2021,3/4
194,142140,Šarengrad,3.5,centralno grejanje,polunamešteno,ima lift (1),"telefon, kablovska, TV, klima, veš mašina, kuhinjski elementi, frižider, rerna, ležaj, plakar",91,uknjiženo,uobičajeno stanje,useljivo,2021,1/4
195,111970,Bulevar Patrijarha Pavla (Somborski Bulevar),2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, TV, klima, veš mašina, kuhinjski elementi, frižider, rerna, ležaj, plakar",44,nije uknjiženo,novo,useljivo,2021,1/3
196,134930,Socijalno,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, TV, klima, veš mašina, kuhinjski elementi, frižider, rerna, ležaj, plakar",57,uknjiženo,novo,useljivo,2021,3/3
197,76300,Cara Dušana,2,grejanje na struju,prazno,ima lift (1),"telefon, kablovska",57,uknjiženo,novo,useljivo,2021,4/5
198,149350,Liman 4,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",58,uknjiženo,novo,useljivo,1984,1/5
199,137800,Telep,2.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",53,uknjiženo,novo,useljivo,2013,2/2
200,147810,Bulevar Oslobođenja,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",82,uknjiženo,novo,useljivo,2013,3/4
201,453200,Podbara,5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",132,nije uknjiženo,novo,useljivo,2013,7/7
202,49500,Sremska Kamenica,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",76,uknjiženo,u izgradnji,useljivo,2013,prizemlje/1
203,120300,Šarengrad,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",73,uknjiženo,u izgradnji,useljivo,2013,2/5
204,185000,Novi Sad - Centar,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, internet, interfon, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj",67,uknjiženo,novo,useljivo,2018,2/6
205,329600,Grbavica,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",145,uknjiženo,novo,useljivo,2018,5/5
206,85490,Bulevar Patrijarha Pavla (Somborski Bulevar),1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",38,uknjiženo,novo,useljivo,2018,visoko
207,118500,Liman 4,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",57,uknjiženo,uobičajeno stanje,useljivo,1982,4/16
208,93750,Adice,3,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",58,uknjiženo,u izgradnji,useljivo,2022,1/2
209,92700,Cara Dušana,1.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",40,uknjiženo,novo,useljivo,2022,2/3
210,144200,Bistrica,4,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",109,uknjiženo,renovirano,useljivo,2022,4/5
211,117270,Bulevar Oslobođenja,2,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",45,uknjiženo,renovirano,useljivo,2022,1/5
212,69000,Partizanskih Baza,1.5,centralno grejanje,namešteno,ima lift (2),"telefon, TV",36,uknjiženo,renovirano,useljivo,2022,10/14
213,128750,Grbavica,2.5,centralno grejanje,prazno,ima lift (1),"telefon, TV",56,uknjiženo,novo,useljivo,2022,1/4
214,252508,Socijalno,4,grejanje na gas,prazno,ima lift (1),"kablovska, internet, interfon, klima",116,uknjiženo,novo,useljivo,2022,4.
215,257810,Socijalno,4,grejanje na gas,prazno,ima lift (1),"kablovska, internet, interfon, klima",119,uknjiženo,novo,useljivo,2022,4.
216,232500,Sremska Kamenica,4.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",124,uknjiženo,novo,useljivo,2022,1.
217,206331,Sremska Kamenica,4.5,grejanje na gas,prazno,ima lift (1),"kablovska, internet, interfon, klima",110,uknjiženo,novo,useljivo,2022,1.
218,92700,Rotkvarija,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",37,uknjiženo,novo,useljivo,2022,visoko
219,105050,Novi Sad - Centar,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",68,uknjiženo,uobičajeno stanje,useljivo,2022,3/4
220,66950,Nova Detelinara,0.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",27,uknjiženo,novo,useljivo,2022,5/6
221,89500,Telep,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, klima",40,uknjiženo,novo,useljivo,2022,1.
222,69000,Partizanskih Baza,1.5,centralno grejanje,namešteno,ima lift (2),"telefon, kablovska, internet, klima",36,uknjiženo,novo,useljivo,2022,10/14
223,55620,Kopernikova,1,centralno grejanje,prazno,ima lift (2),"telefon, kablovska, internet, interfon",27,uknjiženo,novo,useljivo,2022,1/3
224,270000,Liman 1,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",96,uknjiženo,novo,useljivo,2022,6/7
225,288400,Jugovićevo,2,grejanje na gas,prazno,ima lift (1),"telefon, kablovska, video nadzor, TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",113,uknjiženo,novo,useljivo,2022,4/4
226,80750,Novo Naselje,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, video nadzor, TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",49,uknjiženo,novo,useljivo,1989,4/4
227,101000,Liman 3,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, video nadzor, TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",34,uknjiženo,novo,useljivo,1971,4/8
228,309000,Spens,4.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, video nadzor, TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",143,uknjiženo,novo,useljivo,2003,3/3
229,122570,"NOVO NASELJE, NOVI SAD",3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, video nadzor, TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",65,uknjiženo,uobičajeno stanje,useljivo,1978,visoko
230,71070,"NOVA DETELINARA, NOVI SAD",0.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, video nadzor, TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",26,uknjiženo,uobičajeno stanje,useljivo,2007,3/6
231,230000,Radomira Rase Radujkova,4,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, video nadzor, TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",121,uknjiženo,uobičajeno stanje,useljivo,2007,2.
232,52000,Doža Đerđa,1,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska, video nadzor, TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",27,uknjiženo,uobičajeno stanje,useljivo,2007,prizemlje
233,104800,"NOVA DETELINARA, NOVI SAD",2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, video nadzor, TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",55,uknjiženo,uobičajeno stanje,useljivo,2007,1/5
234,61800,STANOJA STANOJEVICA,1,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, video nadzor, TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, mikrotalasna rerna, rerna, šporet, ležaj, plakar, ugradni plakar",28,uknjiženo,uobičajeno stanje,useljivo,2007,1/5
235,86520,Socijalno,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",34,uknjiženo,renovirano,useljivo,2007,1/5
236,144200,Grbavica,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",80,uknjiženo,uobičajeno stanje,useljivo,2007,5/5
237,64890,Bulevar Patrijarha Pavla (Somborski Bulevar),1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",25,uknjiženo,uobičajeno stanje,useljivo,2007,4/4
238,221450,Bulevar Oslobođenja,4,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",84,uknjiženo,uobičajeno stanje,useljivo,2007,4/5
239,78300,Socijalno,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",76,uknjiženo,uobičajeno stanje,useljivo,2009,suteren/4
240,85500,Avijatičarsko Naselje,3.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",62,uknjiženo,uobičajeno stanje,useljivo,2006,prizemlje/3
241,114700,Petrovaradin,3,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",58,uknjiženo,u izgradnji,useljivo,2020,prizemlje/3
242,54350,Petrovaradin,0.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",27,uknjiženo,u izgradnji,useljivo,2020,prizemlje/3
243,66900,Petrovaradin,2,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",33,uknjiženo,u izgradnji,useljivo,2020,prizemlje/3
244,64900,Jevrejska,1.5,grejanje na struju,prazno,ima lift (1),klima,32,uknjiženo,uobičajeno stanje,useljivo,2020,4/4
245,54590,Podbara,0.5,grejanje na gas,namešteno,ima lift (1),klima,21,uknjiženo,uobičajeno stanje,useljivo,2020,5/5
246,95270,Bulevar Oslobođenja,1,centralno grejanje,namešteno,ima lift (1),klima,49,uknjiženo,uobičajeno stanje,useljivo,2020,7/10
247,164800,Stevana Milovanova,2.5,centralno grejanje,prazno,ima lift (1),klima,72,uknjiženo,renovirano,useljivo,2020,1/5
248,133430,Podbara,3,centralno grejanje,prazno,ima lift (1),klima,51,uknjiženo,novo,useljivo,2020,2/6
249,113300,Petrovaradin,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",90,uknjiženo,novo,useljivo,2020,2/2
250,170100,Podbara,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",65,uknjiženo,novo,useljivo,2020,1/6
251,117270,Bulevar Oslobođenja,2,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",45,uknjiženo,novo,useljivo,2020,1/5
252,111500,Bulevar Oslobođenja,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",57,uknjiženo,uobičajeno stanje,useljivo,2001,5/7
253,120000,Alekse Šantića,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",51,uknjiženo,renovirano,useljivo,2001,2/6
254,153990,Bulevar Jaše Tomića,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",65,uknjiženo,novo,useljivo,2001,1/5
255,445000,Novi Sad - Centar,5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",144,uknjiženo,u izgradnji,useljivo,2022,1/3
256,133820,Nova Detelinara,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",64,uknjiženo,uobičajeno stanje,useljivo,2011,visoko
257,185400,Augusta Cesarca,3,centralno grejanje,prazno,ima lift (1),klima,88,uknjiženo,novo,useljivo,2011,4/6
258,128550,Betanija,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",48,uknjiženo,novo,useljivo,2011,3/5
259,312300,Cara Dušana,4,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",138,uknjiženo,novo,useljivo,2011,1/2
260,85000,Futoski put,2,centralno grejanje,prazno,ima lift (1),"TV, klima, veš mašina, kuhinjski elementi, frižider, rerna, šporet, plakar",59,uknjiženo,novo,useljivo,2011,6/6
261,157000,Bulevar Oslobođenja,3,centralno grejanje,prazno,ima lift (1),"TV, klima, veš mašina, kuhinjski elementi, frižider, rerna, šporet, plakar",68,uknjiženo,uobičajeno stanje,useljivo,2005,1/4
262,113200,Novi Sad - Centar,1.5,centralno grejanje,prazno,ima lift (1),"TV, klima, veš mašina, kuhinjski elementi, frižider, rerna, šporet, plakar",44,uknjiženo,uobičajeno stanje,useljivo,1989,visoko
263,267800,Njegoševa,3,centralno grejanje,prazno,ima lift (1),"video nadzor, klima, kuhinjski elementi, ugradni plakar",114,uknjiženo,novo,useljivo,1989,6/6
264,69630,Podbara,1,centralno grejanje,namešteno,ima lift (1),"video nadzor, klima, kuhinjski elementi, ugradni plakar",26,uknjiženo,novo,useljivo,1989,4/5
265,64950,Petrovaradin,2,grejanje na gas,namešteno,ima lift (1),"video nadzor, klima, kuhinjski elementi, ugradni plakar",32,uknjiženo,u izgradnji,useljivo,2020,prizemlje/4
266,73900,Petrovaradin,2,grejanje na gas,namešteno,ima lift (1),"video nadzor, klima, kuhinjski elementi, ugradni plakar",36,uknjiženo,u izgradnji,useljivo,2020,prizemlje/3
267,341170,Vojvode Šupljikca,5,centralno grejanje,namešteno,ima lift (1),"kablovska, video nadzor, klima",181,uknjiženo,novo,useljivo,2020,3/3
268,101700,Ilije Birčanina,3.5,centralno grejanje,namešteno,ima lift (1),"kablovska, video nadzor, klima",56,uknjiženo,novo,useljivo,2020,3/4
269,63000,Pavla Bakića,1.5,etažno grejanje,namešteno,ima lift (1),"kablovska, internet, TV, klima, veš mašina, kuhinjski elementi, frižider, zamrzivač, rerna, šporet, ležaj, plakar, ugradni plakar",41,uknjiženo,novo,useljivo,2010,2/2
270,87550,Miše Dimitrijevića,2.5,centralno grejanje,prazno,ima lift (1),"kablovska, internet, TV, klima, veš mašina, kuhinjski elementi, frižider, zamrzivač, rerna, šporet, ležaj, plakar, ugradni plakar",52,uknjiženo,potrebno renoviranje,useljivo,2010,2/2
271,41000,Adice,1.5,centralno grejanje,prazno,ima lift (1),"kablovska, internet, TV, klima, veš mašina, kuhinjski elementi, frižider, zamrzivač, rerna, šporet, ležaj, plakar, ugradni plakar",28,u procesu uknjižavanja,novo,useljivo,2010,visoko
272,65000,Kraljevića Marka,0.5,centralno grejanje,prazno,ima lift (1),"kablovska, internet, TV, klima, veš mašina, kuhinjski elementi, frižider, zamrzivač, rerna, šporet, ležaj, plakar, ugradni plakar",26,uknjiženo,renovirano,useljivo,2010,3/6
273,111510,Cara Dušana,2,centralno grejanje,prazno,ima lift (1),"kablovska, internet, TV, klima, veš mašina, kuhinjski elementi, frižider, zamrzivač, rerna, šporet, ležaj, plakar, ugradni plakar",44,uknjiženo,novo,useljivo,2010,3/6
274,230000,Adamovićevo Naselje,3,centralno grejanje,prazno,ima lift (1),"kablovska, internet, TV, klima, veš mašina, kuhinjski elementi, frižider, zamrzivač, rerna, šporet, ležaj, plakar, ugradni plakar",106,uknjiženo,u izgradnji,useljivo,2022,6/6
275,122500,Novo Naselje,3,centralno grejanje,prazno,ima lift (1),"kablovska, internet, TV, klima, veš mašina, kuhinjski elementi, frižider, zamrzivač, rerna, šporet, ležaj, plakar, ugradni plakar",65,uknjiženo,uobičajeno stanje,useljivo,1985,prizemlje/3
276,108150,Nova Detelinara,0.5,centralno grejanje,namešteno,ima lift (1),klima,60,uknjiženo,uobičajeno stanje,useljivo,1985,1/4
277,119000,Novo Naselje,3,centralno grejanje,namešteno,ima lift (1),klima,65,uknjiženo,uobičajeno stanje,useljivo,1978,visoko
278,69000,Nova Detelinara,0.5,centralno grejanje,namešteno,ima lift (1),klima,26,uknjiženo,uobičajeno stanje,useljivo,2007,3/5
279,56700,Nova Detelinara,1,centralno grejanje,namešteno,ima lift (1),klima,27,uknjiženo,uobičajeno stanje,useljivo,2005,1/4
280,78600,Veternik,3.5,grejanje na gas,namešteno,ima lift (1),klima,57,uknjiženo,uobičajeno stanje,useljivo,2021,prizemlje/3
281,69830,MOLIJEROVA,2,centralno grejanje,namešteno,ima lift (1),klima,47,uknjiženo,uobičajeno stanje,useljivo,2021,prizemlje/3
282,257500,Bulevar Oslobođenja,4,centralno grejanje,namešteno,ima lift (1),"kablovska, internet, TV, klima, ventilacija, veš mašina, kuhinjski elementi, frižider, rerna, plakar",113,uknjiženo,uobičajeno stanje,useljivo,2021,1/9
283,195700,Grbavica,2.5,centralno grejanje,namešteno,ima lift (1),"kablovska, internet, klima",93,uknjiženo,uobičajeno stanje,useljivo,2021,1/5
284,203950,Futoška,4,centralno grejanje,namešteno,ima lift (1),"kablovska, internet, klima",89,uknjiženo,uobičajeno stanje,useljivo,2021,5/5
285,218470,Bulevar Oslobođenja,3,centralno grejanje,namešteno,ima lift (2),"kablovska, internet, TV, klima, kuhinjski elementi, sudo mašina, frižider, rerna, plakar, ugradni plakar",101,uknjiženo,uobičajeno stanje,useljivo,2021,5/6
286,123300,Novo Naselje,2,centralno grejanje,prazno,ima lift (1),"kablovska, internet, TV, klima, kuhinjski elementi, sudo mašina, frižider, rerna, plakar, ugradni plakar",63,uknjiženo,renovirano,useljivo,2021,1/4
287,117270,CCC,2,centralno grejanje,prazno,ima lift (1),"kablovska, internet, TV, klima, kuhinjski elementi, sudo mašina, frižider, rerna, plakar, ugradni plakar",45,uknjiženo,novo,useljivo,2021,1/5
