,Price(EUR),Location,Address,Rooms,Heating,SetUp,Elevator,Stores,Area(m2),Evident,State,Infrared,YearOfBuild,Floor
712,99910, Stari Grad,Maksima Gorkog,1.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, TV, klima, veš mašina, kuhinjski elementi, frižider, rerna, ležaj, plakar, ugradni plakar",39,uknjiženo,renovirano,useljivo,2010,2/4
713,90600,Bulevar Oslobođenja,Bulevar Oslobođenja,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",42,uknjiženo,uobičajeno stanje,useljivo,2010,3/4
714,127700, Stari Grad,Spens,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",62,uknjiženo,uobičajeno stanje,useljivo,2010,1.
715,73700,Novo Naselje,Novo Naselje,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",53,u procesu uknjižavanja,uobičajeno stanje,useljivo,2010,1/4
716,164800,Grbavica,Grbavica,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, internet, interfon, klima",87,uknjiženo,uobičajeno stanje,useljivo,2006,1/3
717,101970, Detelinara,Nova Detelinara,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, internet, interfon, klima",60,uknjiženo,uobičajeno stanje,useljivo,2005,1/5
718,97400, Rotkvarija,Socijalno,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",61,uknjiženo,renovirano,useljivo,2003,6/6
719,122570, Novo Naselje,Bistrica,3,centralno grejanje,prazno,ima lift (1),klima,65,uknjiženo,novo,useljivo,2003,6/6
720,71070, Detelinara,Nova Detelinara,0.5,centralno grejanje,polunamešteno,ima lift (1),"telefon, kablovska, TV, klima, kuhinjski elementi",26,uknjiženo,novo,useljivo,2003,6/6
721,100000, Liman,veljka petrovica,1,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, TV, klima, kuhinjski elementi",40,uknjiženo,novo,useljivo,2003,2/6
722,148000,Novo Naselje,Dusana Danilovica 7,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon",74,uknjiženo,renovirano,useljivo,2003,4/5
723,319300, Stari Grad,Novi Sad - Centar,4,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, klima",143,uknjiženo,renovirano,useljivo,2003,4/5
724,76800,Grbavica,Đorđa Servickog 6,0.5,centralno grejanje,namešteno,ima lift (1),"klima, veš mašina, kuhinjski elementi, frižider, rerna, šporet, ležaj",25,uknjiženo,renovirano,useljivo,2000,visoko
725,82400, Stari Grad,Novi Sad - Centar,2.5,centralno grejanje,prazno,ima lift (1),telefon,60,uknjiženo,uobičajeno stanje,useljivo,2000,1.
726,96500, Rotkvarija,Socijalno,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",46,uknjiženo,novo,useljivo,2000,4/4
727,117270,Bulevar Oslobođenja,Bulevar Oslobodjenja,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",45,uknjiženo,novo,useljivo,2000,1/5
728,128000,Sajmište,Sajmište,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, internet, interfon, klima",61,uknjiženo,novo,useljivo,2000,visoko
729,58700,Telep,Telep,2,grejanje na struju,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",42,uknjiženo,novo,useljivo,2000,prizemlje/1
730,301170, Telep,Bulevar Patrijarha Pavla (Somborski Bulevar),4.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",150,uknjiženo,u izgradnji,useljivo,2000,1/2
731,247200, Rotkvarija,"GRADIĆ, PETROVARADIN",3.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",97,uknjiženo,uobičajeno stanje,useljivo,1910,visoko
732,116060, Detelinara,Nova Detelinara,2.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",49,uknjiženo,u izgradnji,useljivo,1910,prizemlje/3
733,58710,Sajmište,kralja petra,1,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",32,uknjiženo,u izgradnji,useljivo,1910,5/6
734,142140,Salajka,Salajka,4,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",93,uknjiženo,novo,useljivo,2009,3/5
735,128750,Podbara,Pećka,4,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",92,uknjiženo,novo,useljivo,1999,2/2
736,144200,Rotkvarija,Rotkvarija,4.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",94,uknjiženo,novo,useljivo,2006,4/5
737,92290,Bulevar Oslobođenja,Bulevar Oslobođenja,2.5,centralno grejanje,prazno,ima lift (2),"telefon, kablovska",64,uknjiženo,novo,useljivo,1976,14/18
738,88600,Salajka,Salajka,2,grejanje na gas,prazno,ima lift (2),"telefon, kablovska",43,uknjiženo,novo,useljivo,2005,3/3
739,117270,Bulevar Oslobođenja,devet jugovica,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",45,uknjiženo,novo,useljivo,2005,1/6
740,123000, Stari Grad,Novi Sad - Centar,1,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",34,uknjiženo,novo,useljivo,2005,1.
741,159140,Stari Grad,Stari Grad,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",67,uknjiženo,novo,useljivo,2005,2/5
742,133000, Liman,Liman 1,2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",60,uknjiženo,novo,useljivo,2005,3/4
743,85000,Bulevar Evrope,Bulevar Evrope,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",37,uknjiženo,novo,useljivo,2005,5/5
744,63650, Detelinara,Nova Detelinara,0.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",24,uknjiženo,novo,useljivo,2005,visoko
745,494400,Bulevar Oslobođenja,Bulevar Oslobođenja,4,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, klima",150,uknjiženo,novo,useljivo,2005,1/3
746,46350,Bulevar Evrope,"BULEVAR EVROPE, NOVI SAD",1.5,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska, klima",30,nije uknjiženo,novo,useljivo,2005,suteren/4
747,115800,Grbavica,VOJVODJANSKA,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, klima",65,nije uknjiženo,novo,useljivo,2005,suteren/4
748,177160, Telep,BUL.PATRIJARHA PAVLA,3,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska, klima",106,nije uknjiženo,novo,useljivo,2005,suteren/4
749,80000,Bulevar Oslobođenja,BRANIMIRA COSICA,1.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, klima",42,nije uknjiženo,novo,useljivo,2005,suteren/4
750,72000, Detelinara,Hadzi Ruvimova,1,centralno grejanje,namešteno,ima lift (1),"TV, klima, veš mašina, kuhinjski elementi, frižider, rerna, šporet, ležaj, plakar",35,uknjiženo,novo,useljivo,2000,3/5
751,125040, Salajka,Temerinska Pijaca,2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",49,u procesu uknjižavanja,u izgradnji,useljivo,2000,1/5
752,94600, Liman,Liman 4,1,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",34,uknjiženo,u izgradnji,useljivo,2000,5/7
753,309000, Adamovićevo Naselje,Cara Dušana,4,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",114,uknjiženo,u izgradnji,useljivo,2009,3/4
754,46350,Bulevar Oslobođenja,Bulevar Oslobođenja,0.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",30,uknjiženo,u izgradnji,useljivo,2009,suteren/4
755,100940, Banatić,Železnička stanica,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",70,uknjiženo,u izgradnji,useljivo,2009,3/3
756,30900, Detelinara,Đorđa Joanovića,0.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",19,uknjiženo,u izgradnji,useljivo,1987,prizemlje/8
757,36000, Stari Grad,"CENTAR, NOVI SAD",0.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",19,uknjiženo,uobičajeno stanje,useljivo,2012,visoko
758,157100,Bulevar Oslobođenja,Bulevar Oslobođenja,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",68,uknjiženo,uobičajeno stanje,useljivo,2012,1/5
759,180150,Bulevar Evrope,Bulevar Evrope,4,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",106,uknjiženo,uobičajeno stanje,useljivo,2012,5/6
760,113000,Bulevar Oslobođenja,Gajeva,2,centralno grejanje,namešteno,ima lift (1),"TV, klima, veš mašina, kuhinjski elementi, frižider, rerna, šporet, ležaj, plakar",48,uknjiženo,uobičajeno stanje,useljivo,2012,4/5
761,92700,Novo Naselje,BRAĆE DRONJAK,3,centralno grejanje,namešteno,ima lift (1),"TV, klima, veš mašina, kuhinjski elementi, frižider, rerna, šporet, ležaj, plakar",63,uknjiženo,renovirano,useljivo,2012,5/6
762,92700,Bulevar Evrope,Bulevar Evrope,2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",45,uknjiženo,renovirano,useljivo,2012,7/12
763,95000,Novo Naselje,"NOVO NASELJE, NOVI SAD",2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",44,uknjiženo,uobičajeno stanje,useljivo,1990,7/7
764,92700, Rotkvarija,Socijalno,1.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",37,uknjiženo,uobičajeno stanje,useljivo,1990,prizemlje/4
765,145230,Grbavica,Grbavica,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",60,uknjiženo,uobičajeno stanje,useljivo,2009,3/5
766,178000,Veternik,Veternik,4,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",141,uknjiženo,uobičajeno stanje,useljivo,2009,2/2
767,198400,Grbavica,Grbavica,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",107,uknjiženo,uobičajeno stanje,useljivo,2007,5/5
768,94760, Detelinara,Nova Detelinara,2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",46,uknjiženo,uobičajeno stanje,useljivo,2009,4/5
769,67980, Banatić,Železnička stanica,2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",52,uknjiženo,uobičajeno stanje,useljivo,2009,4/5
770,82400,Grbavica,"GRBAVICA, NOVI SAD",1.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",40,uknjiženo,uobičajeno stanje,useljivo,2009,4/5
771,59130,Adice,"ADICE, NOVI SAD",2.5,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",41,uknjiženo,uobičajeno stanje,useljivo,2009,3/4
772,149350, Liman,Liman 4,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",58,uknjiženo,uobičajeno stanje,useljivo,1984,1/5
773,115870, Detelinara,Nova Detelinara,2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",45,uknjiženo,uobičajeno stanje,useljivo,2018,2/5
774,146200, Majur,Stari Majur,4,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",86,uknjiženo,novo,useljivo,2018,5/5
775,92700, Rotkvarija,"SOCIJALNO, NOVI SAD",1.5,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",37,uknjiženo,u izgradnji,useljivo,2018,visoko
776,100000, Liman,Liman 1,1,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",40,uknjiženo,uobičajeno stanje,useljivo,2018,2/4
777,319300, Stari Grad,Novi Sad - Centar,4,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",143,uknjiženo,uobičajeno stanje,useljivo,2018,3/3
778,116060, Detelinara,Nova Detelinara,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",49,uknjiženo,uobičajeno stanje,useljivo,2018,prizemlje/3
779,58700,Telep,Telep,2,grejanje na struju,prazno,ima lift (1),"telefon, kablovska",42,uknjiženo,renovirano,useljivo,2018,prizemlje/1
780,164800, Stari Grad,Novi Sad - Centar,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",78,uknjiženo,renovirano,useljivo,2018,4/7
781,154500, Novo Naselje,Bistrica,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",75,uknjiženo,renovirano,useljivo,2018,prizemlje/3
782,142760, Telep,Južni Telep,3.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",66,u procesu uknjižavanja,u izgradnji,useljivo,2018,prizemlje/3
783,89000,Telep,Heroja Pinkija,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",69,uknjiženo,u izgradnji,useljivo,2018,prizemlje/2
784,99000,Bulevar Oslobođenja,Bulevar Oslobođenja,1.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",36,uknjiženo,u izgradnji,useljivo,2005,5/6
785,78280, Stari Grad,"CENTAR, NOVI SAD",3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",76,uknjiženo,uobičajeno stanje,useljivo,2008,visoko
786,92700,Bulevar Oslobođenja,novosadskog sajma,1,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",30,uknjiženo,uobičajeno stanje,useljivo,2008,1/6
787,144200,Podbara,Podbara,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",73,u procesu uknjižavanja,renovirano,useljivo,2008,2/2
788,74160, Rotkvarija,vojvode supljikca,1,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",27,uknjiženo,renovirano,useljivo,2008,1/3
789,123600,Grbavica,Grbavica,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",56,uknjiženo,renovirano,useljivo,2008,2.
790,231750, Stari Grad,Kej,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",69,uknjiženo,renovirano,useljivo,2008,5/10
791,99300, Rotkvarija,lukijana musickog,1.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",36,uknjiženo,renovirano,useljivo,2008,2/4
792,220420, Stari Grad,Centar,3,grejanje na struju,namešteno,ima lift (1),"telefon, kablovska",109,uknjiženo,renovirano,useljivo,2008,2/2
793,101000, Liman,BUL.CARA LAZARA,1.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",34,uknjiženo,renovirano,useljivo,2008,2/2
794,159650,Sajmište,janka cmelika,5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",95,uknjiženo,renovirano,useljivo,2008,5/5
795,118450, Liman,balzakova,2,centralno grejanje,prazno,ima lift (2),"telefon, kablovska",57,uknjiženo,renovirano,useljivo,2008,4/8
796,442000,Bulevar Evrope,Bulevar Evrope,5,grejanje na gas,prazno,ima lift (2),"telefon, kablovska",149,uknjiženo,u izgradnji,useljivo,2008,1/2
797,129000,Sremska Kamenica,Sremska Kamenica,2,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",50,uknjiženo,uobičajeno stanje,useljivo,2008,1/2
798,129000,Sremska Kamenica,Sremska Kamenica,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",50,uknjiženo,uobičajeno stanje,useljivo,2021,2/5
799,56000,Stari Grad,Stari Grad,2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",36,uknjiženo,uobičajeno stanje,useljivo,2021,2/5
800,133900, Detelinara,Nova Detelinara,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",82,uknjiženo,uobičajeno stanje,useljivo,2006,5/5
801,34500, Stari Grad,Novi Sad - Centar,0.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",19,uknjiženo,u izgradnji,useljivo,2014,suteren/4
802,60770,Adice,Adice,2,etažno grejanje,prazno,ima lift (1),"telefon, kablovska",63,uknjiženo,uobičajeno stanje,useljivo,2014,2/2
803,591000, Stari Grad,Spens,7,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",302,uknjiženo,luksuzno,useljivo,2014,4/4
804,34000, Stari Grad,Novi Sad - Centar,0.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",19,uknjiženo,u izgradnji,useljivo,2014,suteren/5
805,92700, Stari Grad,Novi Sad - Centar,1.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",37,uknjiženo,u izgradnji,useljivo,2020,visoko
806,79820,Novo Naselje,Novo Naselje,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet",43,uknjiženo,renovirano,useljivo,2020,1/5
807,60150,Veternik,Blok Milana Tepića,2.5,etažno grejanje,prazno,ima lift (1),"telefon, kablovska, veš mašina, frižider, rerna",54,uknjiženo,novo,useljivo,2020,prizemlje/4
808,129000,Sremska Kamenica,"SREMSKA KAMENICA, SREMSKA KAMENICA",2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, veš mašina, frižider, rerna",50,uknjiženo,novo,useljivo,2020,2/5
809,115900, Detelinara,"NOVA DETELINARA, NOVI SAD",2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, veš mašina, frižider, rerna",45,uknjiženo,novo,useljivo,2020,2/5
810,157080,Sajmište,"SAJAM, NOVI SAD",3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, veš mašina, frižider, rerna",68,uknjiženo,novo,useljivo,2020,1/6
811,108150, Detelinara,"NOVA DETELINARA, NOVI SAD",2,grejanje na gas,prazno,ima lift (1),"telefon, kablovska, veš mašina, frižider, rerna",45,uknjiženo,novo,useljivo,2020,2/6
812,115360, Stari Grad,"CENTAR, NOVI SAD",1.5,grejanje na struju,prazno,ima lift (1),"telefon, kablovska, veš mašina, frižider, rerna",48,nije uknjiženo,novo,useljivo,2020,1/2
813,101300, Stari Grad,"CENTAR, NOVI SAD",4,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, veš mašina, frižider, rerna",40,nije uknjiženo,novo,useljivo,2020,4/6
814,97850,Sajmište,Sajmište,1,centralno grejanje,prazno,ima lift (1),interfon,37,uknjiženo,novo,useljivo,2020,5/5
815,80000,Grbavica,Miše Dimitrijevića,1.5,centralno grejanje,namešteno,ima lift (1),interfon,40,nije uknjiženo,novo,useljivo,2020,4.
816,133800, Detelinara,Nova Detelinara,3,centralno grejanje,namešteno,ima lift (1),"kablovska, internet, interfon",82,uknjiženo,uobičajeno stanje,useljivo,2008,5/5
817,123600,Telep,Telep,4,centralno grejanje,namešteno,ima lift (1),"kablovska, internet, interfon",64,uknjiženo,u izgradnji,useljivo,2013,prizemlje/3
818,177160, Stari Grad,Kej,3,centralno grejanje,namešteno,ima lift (1),"kablovska, internet, interfon",86,uknjiženo,uobičajeno stanje,useljivo,1935,visoko
819,146880,Novo Naselje,Novo Naselje,4,centralno grejanje,namešteno,ima lift (1),"kablovska, internet, interfon",92,uknjiženo,uobičajeno stanje,useljivo,1996,2/4
820,143700,Novo Naselje,Novo Naselje,3,centralno grejanje,namešteno,ima lift (1),"kablovska, internet, interfon",90,uknjiženo,uobičajeno stanje,useljivo,1996,2/4
821,166500, Banatić,Železnička stanica,3,centralno grejanje,namešteno,ima lift (1),"kablovska, internet, interfon",62,uknjiženo,uobičajeno stanje,useljivo,1996,3/8
822,77060,Adice,Adice,3,centralno grejanje,namešteno,ima lift (1),"kablovska, internet, interfon",53,uknjiženo,u izgradnji,useljivo,2022,1/2
823,82500,Adice,Adice,3,centralno grejanje,namešteno,ima lift (1),"kablovska, internet, interfon",57,uknjiženo,u izgradnji,useljivo,2022,1/2
824,83850,Adice,Adice,3,centralno grejanje,namešteno,ima lift (1),"kablovska, internet, interfon",58,uknjiženo,u izgradnji,useljivo,2022,1/2
825,82700,Adice,Adice,3,centralno grejanje,namešteno,ima lift (1),"kablovska, internet, interfon",57,uknjiženo,u izgradnji,useljivo,2022,1/2
826,92700,Bulevar Oslobođenja,Novosadskog sajma,1,centralno grejanje,prazno,ima lift (1),"telefon, interfon, klima",30,uknjiženo,novo,useljivo,2022,1/7
827,154500,Sajmište,Sajmište,4,centralno grejanje,prazno,ima lift (1),"telefon, interfon, klima",75,uknjiženo,uobičajeno stanje,useljivo,2014,1/3
828,309000,Sajmište,Sajmište,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, internet, video nadzor, TV, klima, veš mašina, sudo mašina, frižider, šporet, ležaj, Kanalizacija",156,uknjiženo,novo,useljivo,2019,5/5
829,85490, Detelinara,Stara Detelinara,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, klima",62,uknjiženo,novo,useljivo,2019,4/4
830,129420,Adice,Adice,4,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",79,uknjiženo,u izgradnji,useljivo,2019,2/2
831,82400,Grbavica,MISE DIMITRIJEVICA,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",40,uknjiženo,u izgradnji,useljivo,2019,2/2
832,103000, Stari Grad,VUKA KARADZICA,2,etažno grejanje,prazno,ima lift (1),"telefon, kablovska",44,uknjiženo,u izgradnji,useljivo,2019,2/2
833,442000,Bulevar Evrope,Bulevar Evrope,5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",149,uknjiženo,u izgradnji,useljivo,2019,1/2
834,120000, Liman,Balzakova 21,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, video nadzor, interfon, klima, ventilacija",65,uknjiženo,uobičajeno stanje,useljivo,1970,7/9
