Id,Price(EUR),Location,Address,Rooms,Heating,SetUp,Elevator,Stores,Area(m2),Evident,State,Infrared,YearOfBuild,Floor
1244,2.0,Petrovaradin,Petrovaradin,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",32,uknjiženo,u izgradnji,useljivo,1975,1
1245,6.0,Rotkvarija,Socijalno,3,centralno grejanje,prazno,ima lift (1),"telefon, interfon",62,nije uknjiženo,novo,useljivo,1975,3
1246,4.0,Adice,Adice,3,grejanje na gas,prazno,ima lift (1),"telefon, interfon",68,nije uknjiženo,novo,useljivo,1975,1
1247,6.0,Stari Grad,Vase Pelagića,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",68,uknjiženo,novo,useljivo,2020,2
1248,5.0,Jugovićevo,Jugovićevo,2.5,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",66,uknjiženo,novo,useljivo,2020,3
1249,10.0,Stari Grad,Centar,2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",56,uknjiženo,renovirano,useljivo,2020,1
1250,35.0,Stari Grad,Dunavski Park,5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",224,uknjiženo,novo,useljivo,2020,3
1251,4.0,Salajka,Salajka,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",44,nije uknjiženo,novo,useljivo,2020,visoko
1252,6.0,Rotkvarija,Bulevar Kralja Petra I,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",62,nije uknjiženo,novo,useljivo,2020,3
1253,6.0,Petrovaradin,Alibegovac,4,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",76,nije uknjiženo,novo,useljivo,2022,visoko
1254,8.0,Petrovaradin,Alibegovac,4,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",87,nije uknjiženo,novo,useljivo,2022,2
1255,2.0,Detelinara,Nova Detelinara,0.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",25,nije uknjiženo,uobičajeno stanje,useljivo,2010,visoko
1256,3.0,Detelinara,Nova Detelinara,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",50,nije uknjiženo,uobičajeno stanje,useljivo,2005,visoko
1257,4.0,Detelinara,Nova Detelinara,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",67,uknjiženo,uobičajeno stanje,useljivo,2005,5
1258,3.0,Detelinara,Veselina Masleše,2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",42,uknjiženo,uobičajeno stanje,useljivo,2005,5
1259,6.0,Novo Naselje,Novo Naselje,3,centralno grejanje,prazno,ima lift (2),"telefon, kablovska",76,uknjiženo,uobičajeno stanje,useljivo,2005,2
1260,5.0,Rotkvarija,LUKIJANA MUSICKOG,2,centralno grejanje,prazno,ima lift (2),"telefon, kablovska",54,uknjiženo,uobičajeno stanje,useljivo,2005,2
1261,2.0,Adice,Adice,1.5,centralno grejanje,namešteno,ima lift (2),"kuhinjski elementi, frižider, rerna, šporet, ležaj, plakar",32,uknjiženo,uobičajeno stanje,useljivo,2005,2
1262,6.0,Adamovićevo Naselje,Cara Dušana,2.5,centralno grejanje,namešteno,ima lift (2),"kuhinjski elementi, frižider, rerna, šporet, ležaj, plakar",48,uknjiženo,renovirano,useljivo,2005,4
1263,10.0,Grbavica,Grbavica,4,centralno grejanje,namešteno,ima lift (1),"kuhinjski elementi, frižider, rerna, šporet, ležaj, plakar",130,uknjiženo,uobičajeno stanje,useljivo,2005,3
1264,5.0,Adice,Adice,4,grejanje na gas,prazno,ima lift (1),"kuhinjski elementi, frižider, rerna, šporet, ležaj, plakar",89,uknjiženo,novo,useljivo,2005,2
1265,3.0,Bulevar Oslobođenja,Bulevar Oslobođenja,1,centralno grejanje,namešteno,ima lift (1),"kuhinjski elementi, frižider, rerna, šporet, ležaj, plakar",30,uknjiženo,novo,useljivo,2005,1
1266,2.0,Bulevar Oslobođenja,Bulevar Oslobođenja,1,centralno grejanje,prazno,ima lift (1),"kuhinjski elementi, frižider, rerna, šporet, ležaj, plakar",32,uknjiženo,novo,useljivo,2005,5
1267,4.0,Avijatičarsko Naselje,Janka Čmelika,2,centralno grejanje,prazno,ima lift (1),"kuhinjski elementi, frižider, rerna, šporet, ležaj, plakar",60,uknjiženo,uobičajeno stanje,useljivo,2005,5
1268,6.0,Stari Grad,Kej,2.5,centralno grejanje,prazno,ima lift (1),"kuhinjski elementi, frižider, rerna, šporet, ležaj, plakar",60,uknjiženo,renovirano,useljivo,2005,1
1269,1.0,Telep,Telep,0.5,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska, TV, veš mašina, kuhinjski elementi, frižider, rerna, šporet, ležaj, plakar, ugradni plakar",23,uknjiženo,renovirano,useljivo,2005,prizemlje
1270,6.0,Stari Grad,Riblja Pijaca,3.5,centralno grejanje,prazno,ima lift (1),kablovska,94,u procesu uknjižavanja,potrebno renoviranje,useljivo,2005,3
1271,4.0,Detelinara,Nova Detelinara,3,centralno grejanje,prazno,ima lift (1),kablovska,59,uknjiženo,potrebno renoviranje,useljivo,2005,3
1272,14.0,Bulevar Evrope,Bulevar Evrope,5,grejanje na gas,prazno,ima lift (1),kablovska,158,uknjiženo,potrebno renoviranje,useljivo,2021,2
1273,6.0,Detelinara,Branka Bajica,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",60,uknjiženo,potrebno renoviranje,useljivo,2020,2
1274,5.0,Detelinara,Kornelija Stankovica,4,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",99,uknjiženo,potrebno renoviranje,useljivo,2010,5
1275,6.0,Liman,Balzakova,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",72,uknjiženo,renovirano,useljivo,2010,1
1276,9.0,Stari Grad,Centar,8,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",127,uknjiženo,uobičajeno stanje,useljivo,2010,1
1277,3.0,Grbavica,Grbavica,1,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",39,uknjiženo,novo,useljivo,2010,visoko
1278,4.0,Detelinara,Nova Detelinara,2,centralno grejanje,prazno,ima lift (1),"kablovska, internet",59,uknjiženo,novo,useljivo,2005,1
1279,4.0,Stari Grad,Centar,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon",39,uknjiženo,novo,useljivo,2022,5
1280,2.0,Telep,Pavla Bakića 8,0.5,podno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon",28,uknjiženo,novo,useljivo,2022,prizemlje
1281,7.0,Telep,Bulevar Patrijarha Pavla 111,4,centralno grejanje,prazno,ima lift (1),"video nadzor, klima, ventilacija",106,u procesu uknjižavanja,novo,useljivo,2020,4
1282,8.0,Bulevar Evrope,Bulevar Evrope,4,etažno grejanje,prazno,ima lift (1),"video nadzor, klima, ventilacija",97,u procesu uknjižavanja,novo,useljivo,2020,visoko
1283,3.0,Detelinara,Detelinara,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",53,uknjiženo,novo,useljivo,2020,6
1284,4.0,Detelinara,Nova Detelinara,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",59,uknjiženo,novo,useljivo,2020,1
1285,5.0,Telep,Bulevar Evrope,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, internet, interfon, klima",62,uknjiženo,novo,useljivo,2020,8
1286,9.0,Sajmište,Sajmište,4,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, internet, interfon, klima",91,uknjiženo,uobičajeno stanje,useljivo,2016,2
1287,4.0,Detelinara,Nova Detelinara,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",59,uknjiženo,uobičajeno stanje,useljivo,2016,1
1288,5.0,Telep,Telep,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",69,uknjiženo,uobičajeno stanje,useljivo,2016,1
1289,3.0,Grbavica,Mise Dimitrijevica,1.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",53,uknjiženo,potrebno renoviranje,useljivo,2020,1
1290,0.0,Petrovaradin,Petrovaradin,2,podno grejanje,prazno,ima lift (1),"telefon, kablovska",1,uknjiženo,u izgradnji,useljivo,2020,2
1291,3.0,Bulevar Oslobođenja,Bulevar Oslobođenja,1.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",30,uknjiženo,uobičajeno stanje,useljivo,2020,1
1292,7.0,Detelinara,Nova Detelinara,3.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",85,uknjiženo,uobičajeno stanje,useljivo,2009,5
1293,4.0,Novo Naselje,Novo Naselje,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",73,uknjiženo,uobičajeno stanje,useljivo,1985,2
1294,4.0,Detelinara,Nova Detelinara,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",59,uknjiženo,uobičajeno stanje,useljivo,1985,1
1295,3.0,Grbavica,Grbavica,1.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",39,uknjiženo,uobičajeno stanje,useljivo,1985,visoko
1296,8.0,Stari Grad,Centar,3,grejanje na struju,namešteno,ima lift (1),"telefon, kablovska",109,uknjiženo,uobičajeno stanje,useljivo,1985,2
1297,6.0,Detelinara,KOPERNIKOVA,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",74,uknjiženo,uobičajeno stanje,useljivo,1985,2
1298,3.0,Stari Grad,Centar,1,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon",35,uknjiženo,novo,useljivo,2022,1
1299,6.0,Petrovaradin,Petrovaradin,3,podno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon",69,uknjiženo,u izgradnji,useljivo,2022,2
1300,4.0,Petrovaradin,Petrovaradin,2,podno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon",45,uknjiženo,u izgradnji,useljivo,2022,1
1301,7.0,Petrovaradin,Petrovaradin,4,podno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon",81,uknjiženo,u izgradnji,useljivo,2022,3
1302,7.0,Petrovaradin,Petrovaradin,4,podno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon",78,uknjiženo,u izgradnji,useljivo,2022,3
1303,4.0,Avijatičarsko Naselje,Rumenacki put,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",67,uknjiženo,renovirano,useljivo,1980,6
1304,5.0,Veternik,Veternička Rampa,4,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",83,uknjiženo,uobičajeno stanje,useljivo,2022,1
1305,2.0,Veternik,Veternička Rampa,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",42,uknjiženo,uobičajeno stanje,useljivo,2022,2
1306,5.0,Sremska Kamenica,Popovica,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",45,uknjiženo,uobičajeno stanje,useljivo,2022,1
1307,5.0,Veternik,Veternička Rampa,3.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",83,uknjiženo,uobičajeno stanje,useljivo,2022,1
1308,2.0,Veternik,Veternička Rampa,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",42,uknjiženo,uobičajeno stanje,useljivo,2022,2
1309,3.0,Veternik,Veternička Rampa,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",46,uknjiženo,uobičajeno stanje,useljivo,2022,2
1310,7.0,Stari Grad,"KEJ, NOVI SAD",4.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",93,uknjiženo,uobičajeno stanje,useljivo,1970,1
1311,1.0,Telep,"TELEP, NOVI SAD",0.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",23,uknjiženo,uobičajeno stanje,useljivo,2006,visoko
1312,4.0,Detelinara,Nova Detelinara,2,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",43,uknjiženo,uobičajeno stanje,useljivo,2006,4
1313,3.0,Stari Grad,Centar,3,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",58,uknjiženo,uobičajeno stanje,useljivo,2005,2
1314,4.0,Liman,Balzakova,2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",65,uknjiženo,uobičajeno stanje,useljivo,2005,2
1315,3.0,Grbavica,Grbavica,2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",39,uknjiženo,uobičajeno stanje,useljivo,2005,prizemlje
1316,4.0,Liman,Bulevar Oslobođenja,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",53,uknjiženo,uobičajeno stanje,useljivo,2005,prizemlje
1317,3.0,Grbavica,Grbavica,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",39,uknjiženo,uobičajeno stanje,useljivo,2005,prizemlje
1318,3.0,Rotkvarija,Braće Jovandić,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",49,uknjiženo,uobičajeno stanje,useljivo,2005,prizemlje
1319,4.0,Detelinara,Nova Detelinara,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",59,uknjiženo,uobičajeno stanje,useljivo,2005,1
1320,4.0,Klisa,629,4,etažno grejanje,prazno,ima lift (1),"telefon, kablovska",72,uknjiženo,uobičajeno stanje,useljivo,2005,1
1321,2.0,Bulevar Evrope,Bulevar Evrope,4,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",28,uknjiženo,uobičajeno stanje,useljivo,2005,3
1322,4.0,Detelinara,Nova Detelinara,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",59,uknjiženo,uobičajeno stanje,useljivo,2005,1
1323,4.0,Stari Grad,Centar,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon",48,uknjiženo,novo,useljivo,2005,4
1324,4.0,Stari Grad,Stari Grad,2,centralno grejanje,prazno,ima lift (1),"kablovska, internet, klima",55,uknjiženo,novo,useljivo,2005,3
1325,12.0,Rotkvarija,Socijalno,4,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon, klima, Kanalizacija",200,uknjiženo,novo,useljivo,2005,4
1326,1.0,Stari Grad,Centar,1,TA peć,prazno,ima lift (1),"telefon, kablovska, internet, video nadzor, interfon, klima, Kanalizacija",26,uknjiženo,renovirano,useljivo,2005,4
1327,4.0,Novo Naselje,Novo Naselje,2,centralno grejanje,prazno,ima lift (1),"kablovska, internet, interfon, klima",55,uknjiženo,uobičajeno stanje,useljivo,1980,1
1328,1.0,Adice,pavla bakica,0.5,grejanje na struju,namešteno,ima lift (1),"kablovska, internet, interfon, klima",28,uknjiženo,uobičajeno stanje,useljivo,1980,visoko
1329,4.0,Sajlovo,Sajlovo,3,grejanje na struju,prazno,ima lift (1),"kablovska, internet, interfon, klima",94,uknjiženo,novo,useljivo,2021,visoko
1330,2.0,Detelinara,Nova Detelinara,1,centralno grejanje,namešteno,ima lift (1),"kablovska, internet, interfon, klima",29,uknjiženo,novo,useljivo,2021,visoko
1331,7.0,Telep,Bulevar Patrijarha Pavla (Somborski Bulevar),4,etažno grejanje,prazno,ima lift (1),"telefon, kablovska, video nadzor",96,uknjiženo,novo,useljivo,2020,1
1332,9.0,Grbavica,gogoljeva,4,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, klima",107,uknjiženo,luksuzno,useljivo,2010,4
1333,4.0,Stari Grad,Centar,2,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, klima",57,uknjiženo,luksuzno,useljivo,2010,1
1334,5.0,Stari Grad,Centar,3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, klima",87,uknjiženo,luksuzno,useljivo,2010,5
1335,1.0,Telep,Telep,0.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska, klima",23,uknjiženo,uobičajeno stanje,useljivo,2000,prizemlje
1336,4.0,Podbara,Podbara,0.5,centralno grejanje,prazno,ima lift (1),klima,27,uknjiženo,uobičajeno stanje,useljivo,2000,1
1337,6.0,Detelinara,Dr Svetislava Kasapinovića,2.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",62,uknjiženo,novo,useljivo,2000,4
1338,6.0,Liman,Liman 1,3,centralno grejanje,prazno,ima lift (1),klima,81,uknjiženo,novo,useljivo,2000,4
1339,3.0,Bulevar Oslobođenja,Bulevar Oslobođenja,2,centralno grejanje,prazno,ima lift (1),klima,45,uknjiženo,novo,useljivo,2000,1
1340,4.0,Liman,607,2.5,etažno grejanje,prazno,ima lift (1),klima,52,uknjiženo,novo,useljivo,2000,1
1341,2.0,Klisa,DECANSKA,2,grejanje na struju,prazno,ima lift (1),klima,48,uknjiženo,novo,useljivo,2000,1
1342,5.0,Detelinara,Nova Detelinara,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, video nadzor, klima",55,uknjiženo,novo,useljivo,2000,2
1343,2.0,Bulevar Oslobođenja,Bulevar Oslobođenja,1,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",32,uknjiženo,renovirano,useljivo,2000,prizemlje
1344,4.0,Detelinara,Nova Detelinara,2,grejanje na gas,namešteno,ima lift (1),"TV, klima, kuhinjski elementi, ležaj",43,uknjiženo,novo,useljivo,2000,4
1345,2.0,Telep,Bulevar Patrijarha Pavla (Somborski Bulevar),0.5,grejanje na gas,prazno,ima lift (1),klima,28,uknjiženo,u izgradnji,useljivo,2000,1
1346,2.0,Bulevar Oslobođenja,Bulevar Oslobođenja,1,centralno grejanje,prazno,ima lift (1),klima,32,uknjiženo,uobičajeno stanje,useljivo,2000,5
1347,1.0,Telep,Telep,0.5,etažno grejanje,polunamešteno,ima lift (1),klima,23,uknjiženo,novo,useljivo,2000,prizemlje
1348,13.0,Stari Grad,Centar,3,centralno grejanje,polunamešteno,ima lift (1),"internet, interfon, klima",136,uknjiženo,novo,useljivo,2000,4
1349,3.0,Novo Naselje,Novo Naselje,1.5,centralno grejanje,polunamešteno,ima lift (1),"internet, interfon, klima",55,uknjiženo,uobičajeno stanje,useljivo,2000,4
1350,5.0,Liman,Balzakova,2,centralno grejanje,namešteno,ima lift (1),"TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, šporet, ležaj, ugradni plakar",62,uknjiženo,renovirano,useljivo,2000,7
1351,3.0,Bulevar Evrope,BUL.EVROPE,1,centralno grejanje,namešteno,ima lift (1),"TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, šporet, ležaj, ugradni plakar",26,uknjiženo,renovirano,useljivo,2000,7
1352,4.0,Detelinara,ILIJE BIRCANINA,4,centralno grejanje,namešteno,ima lift (1),"TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, šporet, ležaj, ugradni plakar",56,uknjiženo,renovirano,useljivo,2000,7
1353,3.0,Klisa,FOCANSKA,3,grejanje na gas,namešteno,ima lift (1),"TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, šporet, ležaj, ugradni plakar",105,uknjiženo,renovirano,useljivo,2000,7
1354,2.0,Sajmište,Jodna Banja,1,centralno grejanje,prazno,ima lift (1),"TV, klima, veš mašina, kuhinjski elementi, sudo mašina, frižider, zamrzivač, šporet, ležaj, ugradni plakar",36,uknjiženo,renovirano,useljivo,2000,prizemlje
1355,7.0,Telep,Bulevar Patrijarha Pavla (Somborski Bulevar),3.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",79,uknjiženo,novo,useljivo,2000,prizemlje
1356,2.0,Novo Naselje,Satelit,2,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",48,uknjiženo,uobičajeno stanje,useljivo,2000,prizemlje
1357,11.0,Sremska Kamenica,Sremska Kamenica,5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",149,uknjiženo,u izgradnji,useljivo,2022,1
1358,6.0,Bulevar Oslobođenja,Bulevar Oslobođenja,3.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",86,uknjiženo,u izgradnji,useljivo,2022,5
1359,5.0,Liman,Liman 3,2,centralno grejanje,namešteno,ima lift (2),"telefon, kablovska",58,uknjiženo,u izgradnji,useljivo,2022,2
1360,3.0,Adice,Adice,3.5,centralno grejanje,namešteno,ima lift (2),"telefon, kablovska",74,uknjiženo,u izgradnji,useljivo,2022,1
1361,4.0,Detelinara,Nova Detelinara,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",59,uknjiženo,uobičajeno stanje,useljivo,2005,1
1362,7.0,Detelinara,Janka Čmelika,5,centralno grejanje,prazno,ima lift (1),"kablovska, internet, interfon, klima",114,uknjiženo,novo,useljivo,2005,5
1363,3.0,Sajmište,Slobodana Bajića,1.5,centralno grejanje,prazno,ima lift (1),"kablovska, internet, interfon, klima",44,nije uknjiženo,novo,useljivo,2005,4
1364,1.0,Telep,Mornarska,0.5,grejanje na gas,prazno,ima lift (1),"kablovska, internet, interfon, klima",24,nije uknjiženo,novo,useljivo,2005,prizemlje
1365,6.0,Stari Grad,Njegoseva,3,centralno grejanje,namešteno,ima lift (1),"kablovska, internet, interfon, klima",123,uknjiženo,uobičajeno stanje,useljivo,2005,3
1366,1.0,Avijatičarsko Naselje,Avijatičarsko Naselje,0.5,centralno grejanje,prazno,ima lift (1),"kablovska, internet, interfon, klima",21,uknjiženo,uobičajeno stanje,useljivo,2005,7
1367,2.0,Salajka,Salajka,1,centralno grejanje,namešteno,ima lift (1),"TV, klima, veš mašina, frižider, šporet, ležaj",35,uknjiženo,novo,useljivo,2005,2
1368,3.0,Grbavica,Grbavica,1.5,centralno grejanje,namešteno,ima lift (1),klima,43,uknjiženo,uobičajeno stanje,useljivo,2005,2
1369,3.0,Telep,Somborska,1.5,grejanje na gas,namešteno,ima lift (1),klima,40,uknjiženo,novo,useljivo,2005,2
1370,3.0,Podbara,bele njive,1.5,centralno grejanje,polunamešteno,ima lift (1),"klima, veš mašina, kuhinjski elementi, frižider, rerna, plakar",39,uknjiženo,uobičajeno stanje,useljivo,2005,3
1371,4.0,Detelinara,Nova Detelinara,2.5,centralno grejanje,polunamešteno,ima lift (1),"klima, veš mašina, kuhinjski elementi, frižider, rerna, plakar",59,uknjiženo,u izgradnji,useljivo,2022,1
1372,2.0,Detelinara,Nova Detelinara,0.5,centralno grejanje,polunamešteno,ima lift (1),"klima, veš mašina, kuhinjski elementi, frižider, rerna, plakar",25,uknjiženo,uobičajeno stanje,useljivo,2010,visoko
1373,3.0,Novo Naselje,Novo Naselje,1.5,centralno grejanje,polunamešteno,ima lift (1),"klima, veš mašina, kuhinjski elementi, frižider, rerna, plakar",43,uknjiženo,uobičajeno stanje,useljivo,2022,3
1374,2.0,Adice,Adice,0.5,centralno grejanje,polunamešteno,ima lift (1),"klima, veš mašina, kuhinjski elementi, frižider, rerna, plakar",30,uknjiženo,u izgradnji,useljivo,2022,2
1375,2.0,Telep,Bulevar Patrijarha Pavla (Somborski Bulevar),1,centralno grejanje,polunamešteno,ima lift (1),"klima, veš mašina, kuhinjski elementi, frižider, rerna, plakar",49,uknjiženo,uobičajeno stanje,useljivo,2022,visoko
1376,3.0,Novo Naselje,Novo Naselje,3,centralno grejanje,prazno,ima lift (1),"kablovska, internet, interfon, Kanalizacija",86,uknjiženo,novo,useljivo,2022,5
1377,3.0,Sajmište,"BETANIJA, NOVI SAD",1.5,centralno grejanje,prazno,ima lift (1),"kablovska, internet, interfon, Kanalizacija",44,uknjiženo,uobičajeno stanje,useljivo,2014,4
1378,7.0,Stari Grad,Riblja Pijaca,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",72,uknjiženo,uobičajeno stanje,useljivo,2014,2
1379,3.0,Telep,Bulevar Patrijarha Pavla (Somborski Bulevar),1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",38,uknjiženo,uobičajeno stanje,useljivo,2014,visoko
1380,2.0,Detelinara,Nova Detelinara,0.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",25,uknjiženo,u izgradnji,useljivo,2014,visoko
1381,7.0,Rotkvarija,Socijalno,4,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",94,uknjiženo,u izgradnji,useljivo,2014,7
1382,35.0,Stari Grad,Dunavska,5,centralno grejanje,prazno,ima lift (1),"telefon, interfon, klima",224,uknjiženo,novo,useljivo,2022,3
1383,5.0,Salajka,Kisačka,3.5,centralno grejanje,prazno,ima lift (1),"kablovska, internet, interfon, klima",87,uknjiženo,novo,useljivo,2015,4
1384,3.0,Banatić,KISACKA,2.5,centralno grejanje,prazno,ima lift (1),"kablovska, internet, interfon, klima",43,uknjiženo,novo,useljivo,2015,4
1385,3.0,Novo Naselje,BUL.SLOBODANA JOVANOVICA,3,centralno grejanje,prazno,ima lift (1),"kablovska, internet, interfon, klima",74,uknjiženo,novo,useljivo,2015,4
1386,3.0,Detelinara,Nova Detelinara,2,centralno grejanje,prazno,ima lift (1),klima,50,uknjiženo,novo,useljivo,2015,4
1387,4.0,Bulevar Oslobođenja,Bulevar Oslobođenja,1,centralno grejanje,namešteno,ima lift (1),klima,27,uknjiženo,novo,useljivo,2015,5
1388,5.0,Salajka,Salajka,3,grejanje na gas,prazno,ima lift (1),interfon,83,uknjiženo,u izgradnji,useljivo,2022,1
1389,8.0,Salajka,Salajka,3,grejanje na gas,prazno,ima lift (1),interfon,76,uknjiženo,u izgradnji,useljivo,2022,4
1390,7.0,Telep,Bulevar Patrijarha Pavla (Somborski Bulevar),4,centralno grejanje,prazno,ima lift (1),"kablovska, interfon, klima, Kanalizacija",106,u procesu uknjižavanja,novo,useljivo,2022,4
1391,4.0,Stari Grad,Trg Republike,2,centralno grejanje,prazno,ima lift (1),"kablovska, interfon, klima, Kanalizacija",57,uknjiženo,novo,useljivo,2022,1
1392,19.0,Banatić,zeleznicka stanica,5,grejanje na gas,namešteno,ima lift (1),klima,150,uknjiženo,novo,useljivo,2022,1
1393,5.0,Stari Grad,Centar,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",59,uknjiženo,novo,useljivo,2022,1
1394,2.0,Bulevar Evrope,"BULEVAR EVROPE, NOVI SAD",0.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",28,uknjiženo,uobičajeno stanje,useljivo,2015,3
1395,6.0,Novo Naselje,"NOVO NASELJE, NOVI SAD",3,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",76,uknjiženo,uobičajeno stanje,useljivo,1980,2
1396,6.0,Stari Grad,spens,3,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",72,u procesu uknjižavanja,u izgradnji,useljivo,1980,5
1397,10.0,Stari Grad,Pozorišni Trg,3.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",85,uknjiženo,novo,useljivo,1980,2
1398,5.0,Adamovićevo Naselje,Cara Dušana,4,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",66,uknjiženo,u izgradnji,useljivo,2021,3
1399,2.0,Telep,Telep,0.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska, klima",31,uknjiženo,uobičajeno stanje,useljivo,2011,2
1400,5.0,Novo Naselje,Bistrica,4,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",70,uknjiženo,uobičajeno stanje,useljivo,2011,1
1401,10.0,Novo Naselje,novo naselje,4,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",130,u procesu uknjižavanja,novo,useljivo,2011,1
1402,6.0,Stari Grad,Centar,3,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",62,uknjiženo,u izgradnji,useljivo,2012,3
1403,3.0,Banatić,Železnička stanica,1.5,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",37,uknjiženo,uobičajeno stanje,useljivo,2018,visoko
