Index,Price(EUR),Location,Address,Rooms,Heating,SetUp,Elevator,Stores,Area(m2),Evident,State,Infrared,YearOfBuild,Floor,YearOfBuildWasNan
1395,164800,Novo Naselje,Rare_var,3.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",76,uknjiženo,uobičajeno stanje,useljivo,1980.0,2,0
1396,171590,Stari Grad,Rare_var,3.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",72,u procesu uknjižavanja,u izgradnji,useljivo,1980.0,5,0
1397,252350,Stari Grad,Rare_var,3.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",85,uknjiženo,novo,useljivo,1980.0,2,0
1398,127120,Adamovićevo Naselje,Cara Dušana,4.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",66,uknjiženo,u izgradnji,useljivo,2021.0,3,0
1399,60255,Telep,Telep,0.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska, klima",31,uknjiženo,uobičajeno stanje,useljivo,2011.0,2,0
1400,129780,Novo Naselje,Bistrica,4.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",70,uknjiženo,uobičajeno stanje,useljivo,2011.0,1,0
1401,267800,Novo Naselje,Rare_var,4.0,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",130,u procesu uknjižavanja,novo,useljivo,2011.0,1,0
1402,166000,Stari Grad,Centar,3.0,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",62,uknjiženo,u izgradnji,useljivo,2012.0,3,0
1403,92700,Banatić,Železnička stanica,1.5,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",37,uknjiženo,uobičajeno stanje,useljivo,2018.0,visoko,0
1404,117830,Salajka,Rare_var,3.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",65,u procesu uknjižavanja,uobičajeno stanje,useljivo,2018.0,1,0
1405,105000,Stari Grad,Rare_var,3.0,centralno grejanje,prazno,ima lift (1),"kablovska, internet, klima",73,uknjiženo,renovirano,useljivo,2018.0,4,0
1406,110000,Bulevar Evrope,Rare_var,3.0,grejanje na gas,polunamešteno,ima lift (1),"kablovska, internet, klima",71,uknjiženo,uobičajeno stanje,useljivo,2013.0,3,0
1407,31600,Veternik,Veternik,0.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",26,nije uknjiženo,u izgradnji,useljivo,2013.0,prizemlje,0
1408,54800,Petrovaradin,Rare_var,0.5,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",28,uknjiženo,uobičajeno stanje,useljivo,2013.0,prizemlje,0
1409,77500,Sajmište,Sajmište,1.0,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",43,uknjiženo,uobičajeno stanje,useljivo,1975.0,3,0
1410,96330,Telep,Bulevar Patrijarha Pavla (Somborski Bulevar),2.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",37,u procesu uknjižavanja,novo,useljivo,2020.0,3,0
1411,177200,Stari Grad,Centar,4.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",93,uknjiženo,uobičajeno stanje,useljivo,1967.0,1,0
1412,92700,Rare_var,Rare_var,2.0,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",48,uknjiženo,novo,useljivo,1967.0,1,0
1413,92700,Rotkvarija,Rare_var,1.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",37,uknjiženo,uobičajeno stanje,useljivo,1967.0,1,0
1414,173040,Podbara,Rare_var,2.5,centralno grejanje,namešteno,ima lift (1),video nadzor,56,uknjiženo,novo,useljivo,1967.0,2,0
1415,160000,Grbavica,Grbavica,3.0,centralno grejanje,namešteno,ima lift (1),"Poslovni nameštaj, kablovska, video nadzor, TV, klima, veš mašina, kuhinjski elementi, frižider, zamrzivač, rerna, šporet, ležaj, plakar",78,uknjiženo,novo,useljivo,2010.0,5,0
1416,118000,Detelinara,Nova Detelinara,2.0,centralno grejanje,namešteno,ima lift (1),"Poslovni nameštaj, kablovska, video nadzor, TV, klima, veš mašina, kuhinjski elementi, frižider, zamrzivač, rerna, šporet, ležaj, plakar",50,uknjiženo,novo,useljivo,2010.0,5,0
1417,53560,Rotkvarija,Socijalno,1.0,centralno grejanje,prazno,ima lift (1),"Poslovni nameštaj, kablovska, video nadzor, TV, klima, veš mašina, kuhinjski elementi, frižider, zamrzivač, rerna, šporet, ležaj, plakar",29,uknjiženo,uobičajeno stanje,useljivo,2010.0,prizemlje,0
1418,69900,Detelinara,Nova Detelinara,1.0,centralno grejanje,prazno,ima lift (1),"Poslovni nameštaj, kablovska, video nadzor, TV, klima, veš mašina, kuhinjski elementi, frižider, zamrzivač, rerna, šporet, ležaj, plakar",28,uknjiženo,uobičajeno stanje,useljivo,2010.0,2,0
1419,108210,Adice,Rare_var,3.5,centralno grejanje,prazno,ima lift (1),"Poslovni nameštaj, kablovska, video nadzor, TV, klima, veš mašina, kuhinjski elementi, frižider, zamrzivač, rerna, šporet, ležaj, plakar",60,uknjiženo,uobičajeno stanje,useljivo,2018.0,2,0
1420,133900,Stari Grad,Spens,2.5,centralno grejanje,prazno,ima lift (1),"Poslovni nameštaj, kablovska, video nadzor, TV, klima, veš mašina, kuhinjski elementi, frižider, zamrzivač, rerna, šporet, ležaj, plakar",60,uknjiženo,renovirano,useljivo,2018.0,2,0
1421,202200,Bulevar Oslobođenja,Rare_var,4.0,centralno grejanje,prazno,ima lift (1),"Poslovni nameštaj, kablovska, video nadzor, TV, klima, veš mašina, kuhinjski elementi, frižider, zamrzivač, rerna, šporet, ležaj, plakar",95,uknjiženo,renovirano,useljivo,2018.0,2,0
1422,73130,Detelinara,Nova Detelinara,1.0,centralno grejanje,namešteno,ima lift (1),"Poslovni nameštaj, kablovska, video nadzor, TV, klima, veš mašina, kuhinjski elementi, frižider, zamrzivač, rerna, šporet, ležaj, plakar",29,uknjiženo,renovirano,useljivo,2018.0,2,0
1423,66950,Telep,Bulevar Patrijarha Pavla (Somborski Bulevar),0.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, klima",24,uknjiženo,novo,useljivo,2018.0,3,0
1424,206000,Stari Grad,Rare_var,3.0,grejanje na struju,prazno,ima lift (1),"telefon, kablovska, klima",107,uknjiženo,uobičajeno stanje,useljivo,2018.0,2,0
1425,108500,Stari Grad,Centar,2.5,centralno grejanje,prazno,ima lift (1),Rare_var,64,uknjiženo,uobičajeno stanje,useljivo,2000.0,3,0
1426,159700,Grbavica,Rare_var,3.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",82,uknjiženo,renovirano,useljivo,1970.0,1,0
1427,122000,Petrovaradin,Rare_var,3.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",84,uknjiženo,novo,useljivo,2020.0,Rare_var,0
1428,152350,Telep,Telep,3.0,grejanje na gas,prazno,ima lift (1),telefon,87,uknjiženo,novo,useljivo,2020.0,2,0
1429,220630,Grbavica,Rare_var,5.0,centralno grejanje,prazno,ima lift (1),telefon,157,uknjiženo,novo,useljivo,2020.0,5,0
1430,237000,Rotkvarija,Socijalno,4.0,centralno grejanje,prazno,ima lift (1),telefon,99,uknjiženo,novo,useljivo,2020.0,5,0
1431,64000,Novo Naselje,Novo Naselje,0.5,centralno grejanje,namešteno,ima lift (1),telefon,29,uknjiženo,renovirano,useljivo,2020.0,5,0
1432,70000,Detelinara,Nova Detelinara,0.5,centralno grejanje,namešteno,ima lift (1),telefon,27,uknjiženo,renovirano,useljivo,2010.0,3,0
1433,69470,Adice,Rare_var,2.0,grejanje na gas,prazno,ima lift (1),telefon,47,uknjiženo,u izgradnji,useljivo,2010.0,visoko,0
1434,267800,Sajmište,Sajmište,5.0,centralno grejanje,namešteno,ima lift (1),telefon,142,uknjiženo,u izgradnji,useljivo,2010.0,visoko,0
1435,116080,Veternik,Rare_var,4.0,grejanje na gas,prazno,ima lift (1),telefon,98,uknjiženo,u izgradnji,useljivo,2010.0,2,0
1436,62800,Detelinara,Nova Detelinara,0.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",25,uknjiženo,novo,useljivo,2010.0,visoko,0
1437,57150,Detelinara,Nova Detelinara,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",27,uknjiženo,novo,useljivo,2010.0,4,0
1438,54900,Telep,Telep,2.0,grejanje na gas,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",40,uknjiženo,novo,useljivo,2010.0,prizemlje,0
1439,142760,Detelinara,Nova Detelinara,3.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",63,uknjiženo,u izgradnji,useljivo,2023.0,4,0
1440,87550,Stari Grad,Kej,1.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",39,uknjiženo,u izgradnji,useljivo,2023.0,2,0
1441,100000,Telep,Rare_var,4.0,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska, internet, interfon, klima",91,uknjiženo,uobičajeno stanje,useljivo,2023.0,1,0
1442,87550,Grbavica,Grbavica,2.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",47,uknjiženo,uobičajeno stanje,useljivo,2023.0,prizemlje,0
1443,83950,Telep,Telep,1.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",39,uknjiženo,uobičajeno stanje,useljivo,2023.0,visoko,0
1444,126780,Telep,Telep,2.5,grejanje na gas,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",63,uknjiženo,uobičajeno stanje,useljivo,2023.0,3,0
1445,154000,Novo Naselje,Novo Naselje,3.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",74,uknjiženo,uobičajeno stanje,useljivo,1981.0,4,0
1446,82400,Bulevar Evrope,Bulevar Evrope,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",40,uknjiženo,novo,useljivo,1981.0,1,0
1447,191580,Liman,Liman 4,3.5,centralno grejanje,polunamešteno,ima lift (1),"telefon, kablovska",93,uknjiženo,novo,useljivo,1980.0,5,0
1448,73130,Detelinara,Nova Detelinara,1.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",29,uknjiženo,novo,useljivo,1980.0,visoko,0
1449,120500,Bulevar Oslobođenja,Rare_var,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",49,uknjiženo,novo,useljivo,1980.0,visoko,0
1450,53350,Adice,Rare_var,1.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",37,uknjiženo,novo,useljivo,1980.0,visoko,0
1451,100900,Liman,Liman 4,1.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",55,uknjiženo,uobičajeno stanje,useljivo,1980.0,6,0
1452,180250,Salajka,Salajka,4.0,grejanje na gas,prazno,ima lift (1),"telefon, kablovska, internet, interfon, klima",103,uknjiženo,u izgradnji,useljivo,2022.0,3,0
1453,97850,Detelinara,Nova Detelinara,2.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",50,uknjiženo,u izgradnji,useljivo,2022.0,4,0
1454,220700,Adamovićevo Naselje,Cara Dušana,4.0,grejanje na gas,prazno,ima lift (1),"telefon, kablovska",104,nije uknjiženo,u izgradnji,useljivo,2022.0,2,0
1455,66950,Podbara,Podbara,0.5,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",24,uknjiženo,u izgradnji,useljivo,2022.0,2,0
1456,133900,Stari Grad,Kej,2.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",45,uknjiženo,renovirano,useljivo,2022.0,1,0
1457,129800,Grbavica,Grbavica,3.0,centralno grejanje,prazno,ima lift (1),"telefon, kablovska",70,uknjiženo,uobičajeno stanje,useljivo,2000.0,3,0
1458,73130,Detelinara,Nova Detelinara,1.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",29,uknjiženo,uobičajeno stanje,useljivo,2000.0,prizemlje,0
1459,96820,Telep,Bulevar Patrijarha Pavla (Somborski Bulevar),1.5,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",38,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1460,60800,Adice,Rare_var,3.0,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",65,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1461,111150,Avijatičarsko Naselje,Rare_var,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",67,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1462,98900,Petrovaradin,Rare_var,3.0,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",80,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1463,113300,Petrovaradin,Rare_var,3.0,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",90,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1464,132000,Rotkvarija,Rare_var,3.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",74,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1465,77250,Novo Naselje,Rare_var,1.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",56,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1466,93750,Adice,Rare_var,4.0,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",74,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1467,118450,Bulevar Oslobođenja,Rare_var,3.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",74,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1468,108150,Telep,Rare_var,2.5,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",56,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1469,147800,Stari Grad,Rare_var,3.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",82,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1470,113300,Telep,Rare_var,3.0,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",77,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1471,132000,Novo Naselje,Rare_var,3.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",80,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1472,82550,Novo Naselje,Rare_var,2.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",48,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1473,111250,Bulevar Oslobođenja,Rare_var,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",65,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1474,123600,Sajmište,Rare_var,4.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",102,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1475,100950,Petrovaradin,Rare_var,4.0,grejanje na struju,namešteno,ima lift (1),"telefon, kablovska",114,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1476,72100,Telep,Rare_var,1.5,grejanje na struju,namešteno,ima lift (1),"telefon, kablovska",35,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1477,133990,Telep,Rare_var,4.0,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",85,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1478,76200,Adamovićevo Naselje,Rare_var,2.0,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",57,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1479,95200,Bulevar Oslobođenja,Rare_var,2.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",61,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1480,106900,Bulevar Oslobođenja,Rare_var,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",69,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1481,115500,Banatić,Rare_var,3.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",77,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1482,92700,Bulevar Evrope,Rare_var,2.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",45,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1483,149350,Stari Grad,Rare_var,3.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",87,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1484,117000,Salajka,Rare_var,3.0,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",72,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1485,123600,Podbara,Rare_var,2.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",68,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1486,52200,Petrovaradin,Rare_var,1.0,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",26,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1487,92700,Telep,Rare_var,3.0,grejanje na gas,namešteno,ima lift (1),"telefon, kablovska",74,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1488,128450,Bulevar Oslobođenja,Rare_var,3.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",86,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1489,199820,Liman,Rare_var,4.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",83,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1490,106100,Detelinara,Rare_var,3.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",65,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1491,105000,Telep,Rare_var,2.5,grejanje na struju,namešteno,ima lift (1),"telefon, kablovska",66,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1492,93700,Bulevar Oslobođenja,Rare_var,2.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",49,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1493,93900,Bulevar Oslobođenja,Rare_var,2.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",48,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1494,113300,Telep,Rare_var,3.0,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",92,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1495,219400,Podbara,Rare_var,4.0,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",106,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1496,94750,Novo Naselje,Rare_var,3.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",62,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1497,108150,Rotkvarija,Rare_var,2.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",60,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1498,86500,Adice,Rare_var,4.0,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",70,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1499,62300,Adice,Rare_var,1.0,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",35,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1500,69000,Adice,Rare_var,2.0,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",55,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1501,72100,Adice,Rare_var,2.5,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",49,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1502,128750,Detelinara,Rare_var,4.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",79,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1503,109700,Adice,Rare_var,4.0,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",71,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1504,55620,Sajmište,Rare_var,1.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",27,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1505,128600,Podbara,Rare_var,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",78,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1506,134800,Novo Naselje,Rare_var,3.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",77,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1507,113300,Podbara,Rare_var,2.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",71,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1508,157600,Grbavica,Rare_var,4.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",85,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1509,113300,Novo Naselje,Rare_var,4.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",98,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1510,164800,Salajka,Rare_var,4.0,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",104,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1511,278100,Podbara,Podbara,4.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",104,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1512,82400,Podbara,Rare_var,2.0,grejanje na struju,namešteno,ima lift (1),"telefon, kablovska",56,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1513,97750,Adice,Rare_var,3.0,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",73,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1514,51500,Stari Grad,Rare_var,1.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",20,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1515,84150,Klisa,Rare_var,3.0,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",86,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1516,86900,Adice,Rare_var,4.0,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",68,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1517,102400,Adice,Rare_var,4.0,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",71,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1518,94100,Adice,Rare_var,4.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",63,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1519,113300,Bulevar Evrope,Rare_var,4.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",81,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1520,86500,Adice,Rare_var,4.0,etažno grejanje,namešteno,ima lift (1),"telefon, kablovska",60,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1521,92700,Stari Grad,Rare_var,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",39,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1522,92300,Rotkvarija,Rare_var,3.0,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",64,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
1523,127700,Stari Grad,Rare_var,2.5,centralno grejanje,namešteno,ima lift (1),"telefon, kablovska",62,uknjiženo,uobičajeno stanje,useljivo,2000.0,4,0
